grau;id_orgao_julgador;procedimento;anomes;quantidade_baixados;quantidade_remetidos_ent;quantidade_remetidos_saida;quantidade_novos;quantidade_baixados_12m;quantidade_remetidos_ent_12m;quantidade_remetidos_saida_12m;quantidade_novos_12m
G1;335470170002;Conhecimento;202511;9;0;0;9;131;38;6;105
G1;335470170002;Conhecimento;202512;8;3;1;5;134;39;7;107
G1;335470170002;Conhecimento;202601;3;1;0;6;129;35;7;98
G1;335470170002;Conhecimento;202602;12;5;1;9;132;36;6;102
G1;335470170002;Conhecimento;202603;18;5;0;17;147;36;6;111
G1;335470170002;Conhecimento;202604;11;5;1;10;149;40;6;116
G1;335470170002;Conhecimento;202605;5;1;0;4;139;38;6;109
G1;335470170002;Conhecimento;202606;12;4;1;7;134;41;6;107
G1;335470170004;Conhecimento;202306;0;0;1;0;0;0;1;0
G1;335470170004;Conhecimento;202312;0;0;1;0;0;0;2;0
G1;335470170004;Conhecimento;202403;0;0;0;1;0;0;2;1
G1;335470170004;Conhecimento;202405;0;0;1;0;0;0;3;1
G1;335470170004;Conhecimento;202502;0;0;0;1;0;0;1;2
G1;335470170004;Conhecimento;202505;0;0;1;2;0;0;1;3
G1;335470170004;Conhecimento;202507;0;0;1;0;0;0;2;3
G1;335470170004;Conhecimento;202510;0;0;0;1;0;0;2;4
G1;335470170004;Conhecimento;202601;1;1;1;1;1;1;3;5
G1;335470170004;Conhecimento;202604;0;0;1;0;1;1;4;4
G1;335470170004;Conhecimento;202606;0;0;1;0;1;1;4;2
G1;35880030002;Conhecimento;202301;31;6;4;41;31;6;4;41
G1;35880030002;Conhecimento;202302;24;4;4;34;55;10;8;75
G1;35880030002;Conhecimento;202303;27;8;8;58;82;18;16;133
G1;35880030002;Conhecimento;202304;49;3;3;89;131;21;19;222
G1;35880030002;Conhecimento;202305;22;7;6;63;153;28;25;285
G1;35880030002;Conhecimento;202306;13;11;11;47;166;39;36;332
G1;35880030002;Conhecimento;202307;16;9;7;82;182;48;43;414
G1;35880030002;Conhecimento;202308;44;4;5;67;226;52;48;481
G1;35880030002;Conhecimento;202309;34;7;5;58;260;59;53;539
G1;35880030002;Conhecimento;202310;53;7;6;46;313;66;59;585
G1;35880030002;Conhecimento;202311;32;8;10;39;345;74;69;624
G1;35880030002;Conhecimento;202312;142;6;6;36;487;80;75;660
G1;35880030002;Conhecimento;202401;25;7;4;46;481;81;75;665
G1;35880030002;Conhecimento;202402;28;3;5;48;485;80;76;679
G1;35880030002;Conhecimento;202403;22;5;5;54;480;77;73;675
G1;35880030002;Conhecimento;202404;55;1;1;64;486;75;71;650
G1;35880030002;Conhecimento;202405;44;1;1;35;508;69;66;622
G1;35880030002;Conhecimento;202406;62;7;5;46;557;65;60;621
G1;35880030002;Conhecimento;202407;39;2;2;31;580;58;55;570
G1;35880030002;Conhecimento;202408;35;5;4;35;571;59;54;538
G1;35880030002;Conhecimento;202409;40;8;8;30;577;60;57;510
G1;35880030002;Conhecimento;202410;28;4;3;41;552;57;54;505
G1;35880030002;Conhecimento;202411;25;2;0;31;545;51;44;497
G1;35880030002;Conhecimento;202412;30;3;0;25;433;48;38;486
G1;35880030002;Conhecimento;202501;19;6;1;12;427;47;35;452
G1;35880030002;Conhecimento;202502;34;4;1;37;433;48;31;441
G1;35880030002;Conhecimento;202503;18;7;1;30;429;50;27;417
G1;35880030002;Conhecimento;202504;15;3;1;29;389;52;27;382
G1;35880030002;Conhecimento;202505;16;6;1;20;361;57;27;367
G1;35880030002;Conhecimento;202506;13;10;1;12;312;60;23;333
G1;35880030002;Conhecimento;202507;15;6;1;12;288;64;22;314
G1;35880030002;Conhecimento;202508;23;13;3;14;276;72;21;293
G1;35880030002;Conhecimento;202509;24;10;3;17;260;74;16;280
G1;35880030002;Conhecimento;202510;8;10;2;19;240;80;15;258
G1;35880030002;Conhecimento;202511;14;4;1;26;229;82;16;253
G1;35880030002;Conhecimento;202512;39;2;1;23;238;81;17;251
G1;35880030002;Conhecimento;202601;7;8;1;17;226;83;17;256
G1;35880030002;Conhecimento;202602;32;12;3;32;224;91;19;251
G1;35880030002;Conhecimento;202603;24;3;1;26;230;87;19;247
G1;35880030002;Conhecimento;202604;25;6;1;19;240;90;19;237
G1;35880030002;Conhecimento;202605;6;1;4;25;230;85;22;242
G1;35880030002;Conhecimento;202606;8;2;9;23;225;77;30;253
G1;35880030004;Conhecimento;202301;0;0;1;0;0;0;1;0
G1;35880030004;Conhecimento;202306;0;0;0;1;0;0;1;1
G1;35880030004;Conhecimento;202308;0;0;0;1;0;0;1;2
G1;35880030004;Conhecimento;202309;0;0;2;0;0;0;3;2
G1;35880030004;Conhecimento;202310;0;0;1;0;0;0;4;2
G1;35880030004;Conhecimento;202401;0;0;0;1;0;0;3;3
G1;35880030004;Conhecimento;202402;0;0;0;1;0;0;3;4
G1;35880030004;Conhecimento;202403;0;0;1;0;0;0;4;4
G1;35880030004;Conhecimento;202406;0;0;1;0;0;0;5;3
G1;35880030004;Conhecimento;202409;0;0;0;1;0;0;3;3
G1;35880030004;Conhecimento;202410;0;0;1;1;0;0;3;4
G1;35880030004;Conhecimento;202411;0;0;1;0;0;0;4;4
G1;35880030004;Conhecimento;202504;0;0;0;1;0;0;3;3
G1;35880030004;Conhecimento;202506;1;0;0;1;1;0;2;4
G1;35880030004;Conhecimento;202508;0;0;1;0;1;0;3;4
G1;35880030004;Conhecimento;202509;0;0;0;1;1;0;3;4
G1;35880030004;Conhecimento;202601;0;1;1;0;1;1;2;3
G1;35880030004;Conhecimento;202602;0;0;1;1;1;1;3;4
G1;35880030004;Conhecimento;202603;0;0;1;0;1;1;4;4
G1;35880030004;Conhecimento;202604;0;0;1;0;1;1;5;3
G1;35880030004;Conhecimento;202606;0;0;1;1;0;1;6;3
G1;36040090001;Execução de Título Extrajudicial;202301;0;0;0;3;0;0;0;3
G1;36040090001;Conhecimento;202301;23;0;1;20;23;0;1;20
G1;36040090001;Execução Judicial;202301;11;0;0;2;11;0;0;2
G1;36040090001;Conhecimento;202302;34;0;0;45;57;0;1;65
G1;36040090001;Execução de Título Extrajudicial;202302;9;0;0;3;9;0;0;6
G1;36040090001;Execução Judicial;202302;15;0;0;12;26;0;0;14
G1;36040090001;Execução Judicial;202303;13;2;1;19;39;2;1;33
G1;36040090001;Execução de Título Extrajudicial;202303;3;0;0;10;12;0;0;16
G1;36040090001;Conhecimento;202303;51;3;1;58;108;3;2;123
G1;36040090001;Execução Judicial;202304;9;0;1;13;48;2;2;46
G1;36040090001;Conhecimento;202304;38;2;3;54;146;5;5;177
G1;36040090001;Execução de Título Extrajudicial;202304;3;0;0;0;15;0;0;16
G1;36040090001;Execução de Título Extrajudicial;202305;2;1;1;6;17;1;1;22
G1;36040090001;Conhecimento;202305;34;1;0;48;180;6;5;225
G1;36040090001;Execução Judicial;202305;9;1;1;13;57;3;3;59
G1;36040090001;Execução de Título Extrajudicial;202306;2;0;0;11;19;1;1;33
G1;36040090001;Conhecimento;202306;37;5;0;55;217;11;5;280
G1;36040090001;Execução Judicial;202306;11;0;0;11;68;3;3;70
G1;36040090001;Execução de Título Extrajudicial;202307;5;1;1;13;24;2;2;46
G1;36040090001;Conhecimento;202307;68;3;2;49;285;14;7;329
G1;36040090001;Execução Judicial;202307;19;3;1;16;87;6;4;86
G1;36040090001;Execução Judicial;202308;16;3;2;23;103;9;6;109
G1;36040090001;Execução de Título Extrajudicial;202308;1;0;0;2;25;2;2;48
G1;36040090001;Conhecimento;202308;65;1;0;58;350;15;7;387
G1;36040090001;Execução de Título Extrajudicial;202309;0;0;0;8;25;2;2;56
G1;36040090001;Execução Judicial;202309;11;1;0;9;114;10;6;118
G1;36040090001;Conhecimento;202309;52;2;1;44;402;17;8;431
G1;36040090001;Execução Judicial;202310;21;4;3;20;135;14;9;138
G1;36040090001;Execução de Título Extrajudicial;202310;4;0;0;3;29;2;2;59
G1;36040090001;Conhecimento;202310;59;0;0;35;461;17;8;466
G1;36040090001;Conhecimento;202311;60;2;0;32;521;19;8;498
G1;36040090001;Execução Judicial;202311;20;3;3;9;155;17;12;147
G1;36040090001;Execução de Título Extrajudicial;202311;6;0;0;3;35;2;2;62
G1;36040090001;Conhecimento;202312;84;3;0;52;605;22;8;550
G1;36040090001;Execução Judicial;202312;12;3;0;14;167;20;12;161
G1;36040090001;Execução de Título Extrajudicial;202312;7;0;0;5;42;2;2;67
G1;36040090001;Execução Judicial;202401;1;0;4;11;157;20;16;170
G1;36040090001;Execução de Título Extrajudicial;202401;0;0;0;9;42;2;2;73
G1;36040090001;Conhecimento;202401;8;2;4;45;590;24;11;575
G1;36040090001;Conhecimento;202402;26;2;1;33;582;26;12;563
G1;36040090001;Execução Judicial;202402;2;1;0;7;144;21;16;165
G1;36040090001;Execução de Título Extrajudicial;202402;1;0;0;0;34;2;2;70
G1;36040090001;Execução Judicial;202403;8;1;1;17;139;20;16;163
G1;36040090001;Conhecimento;202403;42;4;1;55;573;27;12;560
G1;36040090001;Execução de Título Extrajudicial;202403;6;0;0;2;37;2;2;62
G1;36040090001;Execução Judicial;202404;20;1;2;18;150;21;17;168
G1;36040090001;Conhecimento;202404;58;1;1;74;593;26;10;580
G1;36040090001;Execução de Título Extrajudicial;202404;3;1;1;6;37;3;3;68
G1;36040090001;Execução Judicial;202405;18;6;1;30;159;26;17;185
G1;36040090001;Execução de Título Extrajudicial;202405;8;0;0;4;43;2;2;66
G1;36040090001;Conhecimento;202405;48;4;1;80;607;29;11;612
G1;36040090001;Conhecimento;202406;80;2;1;39;650;26;12;596
G1;36040090001;Execução Judicial;202406;28;0;0;21;176;26;17;195
G1;36040090001;Execução de Título Extrajudicial;202406;6;0;0;4;47;2;2;59
G1;36040090001;Execução Judicial;202407;27;3;1;20;184;26;17;199
G1;36040090001;Conhecimento;202407;100;6;1;87;682;29;11;634
G1;36040090001;Execução de Título Extrajudicial;202407;4;0;0;5;46;1;1;51
G1;36040090001;Execução Judicial;202408;18;6;5;29;186;29;20;205
G1;36040090001;Conhecimento;202408;51;7;5;84;668;35;16;660
G1;36040090001;Execução de Título Extrajudicial;202408;1;0;0;8;46;1;1;57
G1;36040090001;Conhecimento;202409;48;0;0;46;664;33;15;662
G1;36040090001;Execução de Título Extrajudicial;202409;2;0;0;4;48;1;1;53
G1;36040090001;Execução Judicial;202409;16;0;0;15;191;28;20;211
G1;36040090001;Execução de Título Extrajudicial;202410;0;0;0;1;44;1;1;51
G1;36040090001;Execução Judicial;202410;7;3;2;20;177;27;19;211
G1;36040090001;Conhecimento;202410;47;5;3;64;652;38;18;691
G1;36040090001;Conhecimento;202411;55;3;0;59;647;39;18;718
G1;36040090001;Execução de Título Extrajudicial;202411;3;0;0;2;41;1;1;50
G1;36040090001;Execução Judicial;202411;18;0;0;27;175;24;16;229
G1;36040090001;Execução Judicial;202412;16;1;1;19;179;22;17;234
G1;36040090001;Conhecimento;202412;111;7;5;36;674;43;23;702
G1;36040090001;Execução de Título Extrajudicial;202412;8;0;0;1;42;1;1;46
G1;36040090001;Conhecimento;202501;22;1;0;45;688;42;19;702
G1;36040090001;Execução Judicial;202501;8;2;0;7;186;24;13;230
G1;36040090001;Execução de Título Extrajudicial;202501;2;0;0;2;44;1;1;39
G1;36040090001;Conhecimento;202502;34;7;5;51;696;47;23;720
G1;36040090001;Execução Judicial;202502;13;0;0;20;197;23;13;243
G1;36040090001;Execução de Título Extrajudicial;202502;2;0;0;1;45;1;1;40
G1;36040090001;Conhecimento;202503;45;3;0;36;699;46;22;701
G1;36040090001;Execução de Título Extrajudicial;202503;3;0;0;4;42;1;1;42
G1;36040090001;Execução Judicial;202503;11;0;0;21;200;22;12;247
G1;36040090001;Execução de Título Extrajudicial;202504;4;0;0;4;43;0;0;40
G1;36040090001;Execução Judicial;202504;18;3;3;19;198;24;13;248
G1;36040090001;Conhecimento;202504;49;10;4;56;690;55;25;683
G1;36040090001;Conhecimento;202505;63;5;4;61;705;56;28;664
G1;36040090001;Execução Judicial;202505;32;1;1;21;212;19;13;239
G1;36040090001;Execução de Título Extrajudicial;202505;2;0;0;2;37;0;0;38
G1;36040090001;Conhecimento;202506;103;4;1;62;728;58;28;687
G1;36040090001;Execução Judicial;202506;35;3;3;32;219;22;16;250
G1;36040090001;Execução de Título Extrajudicial;202506;3;0;0;4;34;0;0;38
G1;36040090001;Conhecimento;202507;115;2;1;63;743;54;28;663
G1;36040090001;Execução de Título Extrajudicial;202507;6;1;1;3;36;1;1;36
G1;36040090001;Execução Judicial;202507;21;1;1;10;213;20;16;240
G1;36040090001;Execução Judicial;202508;16;2;0;15;211;16;11;226
G1;36040090001;Execução de Título Extrajudicial;202508;3;0;0;4;38;1;1;32
G1;36040090001;Conhecimento;202508;40;4;2;48;732;51;25;627
G1;36040090001;Execução de Título Extrajudicial;202509;6;0;0;14;42;1;1;42
G1;36040090001;Execução Judicial;202509;7;0;0;22;202;16;11;233
G1;36040090001;Conhecimento;202509;56;1;2;55;740;52;27;636
G1;36040090001;Conhecimento;202510;83;5;1;55;776;52;25;627
G1;36040090001;Execução Judicial;202510;22;0;0;18;217;13;9;231
G1;36040090001;Execução de Título Extrajudicial;202510;4;1;0;4;46;2;1;45
G1;36040090001;Execução de Título Extrajudicial;202511;5;0;0;2;48;2;1;45
G1;36040090001;Conhecimento;202511;61;6;1;55;782;55;26;623
G1;36040090001;Execução Judicial;202511;20;3;2;25;219;16;11;229
G1;36040090001;Conhecimento;202512;48;1;0;30;719;49;21;617
G1;36040090001;Execução Judicial;202512;20;1;1;13;223;16;11;223
G1;36040090001;Execução de Título Extrajudicial;202512;4;0;0;2;44;2;1;46
G1;36040090001;Execução de Título Extrajudicial;202601;1;0;1;4;43;2;2;48
G1;36040090001;Conhecimento;202601;29;1;2;36;726;49;23;608
G1;36040090001;Execução Judicial;202601;17;2;0;10;232;16;11;226
G1;36040090001;Execução Judicial;202602;24;0;1;8;243;16;12;214
G1;36040090001;Execução de Título Extrajudicial;202602;3;0;0;7;44;2;2;54
G1;36040090001;Conhecimento;202602;61;1;0;58;753;43;18;615
G1;36040090001;Execução de Título Extrajudicial;202603;6;0;0;2;47;2;2;52
G1;36040090001;Conhecimento;202603;73;10;1;81;781;50;19;660
G1;36040090001;Execução Judicial;202603;30;5;1;22;262;21;13;215
G1;36040090001;Execução Judicial;202604;18;1;1;21;262;19;11;217
G1;36040090001;Execução de Título Extrajudicial;202604;1;0;0;6;44;2;2;54
G1;36040090001;Conhecimento;202604;43;6;2;48;775;46;17;652
G1;36040090001;Execução Judicial;202605;15;2;1;22;245;20;11;218
G1;36040090001;Conhecimento;202605;73;6;1;66;785;47;14;657
G1;36040090001;Execução de Título Extrajudicial;202605;5;0;0;1;47;2;2;53
G1;36040090001;Execução Judicial;202606;27;2;1;22;237;19;9;208
G1;36040090001;Conhecimento;202606;60;1;1;44;742;44;14;639
G1;36040090001;Execução de Título Extrajudicial;202606;2;0;0;5;46;2;2;54
G1;36040090003;Conhecimento;202306;0;0;1;0;0;0;1;0
G1;36040090003;Conhecimento;202307;0;0;1;1;0;0;2;1
G1;36040090003;Conhecimento;202308;0;0;1;0;0;0;3;1
G1;36040090003;Conhecimento;202310;0;0;0;1;0;0;3;2
G1;36040090003;Conhecimento;202403;0;0;1;0;0;0;4;2
G1;36040090003;Conhecimento;202410;0;0;0;1;0;0;1;1
G1;36040090003;Conhecimento;202504;0;0;0;1;0;0;0;2
G1;36040090003;Conhecimento;202507;0;0;1;0;0;0;1;2
G1;36040090003;Execução Judicial;202508;0;0;0;1;0;0;0;1
G1;36040090003;Execução Judicial;202509;0;1;0;0;0;1;0;1
G1;36040090003;Execução Judicial;202510;0;0;1;0;0;1;1;1
G1;36040090003;Execução Judicial;202601;0;0;1;1;0;1;2;2
G1;36040090003;Conhecimento;202602;0;0;0;1;0;0;1;2
G1;36040090003;Conhecimento;202603;0;0;3;1;0;0;4;3
G1;36040090003;Execução Judicial;202603;0;0;2;2;0;1;4;4
G1;36040090003;Execução Judicial;202604;0;0;0;1;0;1;4;5
G1;36040090003;Conhecimento;202604;0;0;0;1;0;0;4;3
G1;36040090003;Conhecimento;202605;0;0;1;0;0;0;5;3
G1;36040090003;Execução Judicial;202605;0;0;1;0;0;1;5;5
G1;36040090003;Execução Judicial;202606;0;1;1;0;0;2;6;5
G1;36040090005;Conhecimento;202403;0;0;1;0;0;0;1;0
G1;36040090005;Conhecimento;202502;0;2;1;1;0;2;2;1
G1;36040090005;Conhecimento;202503;0;0;1;0;0;2;2;1
G1;36040090005;Conhecimento;202505;0;0;1;1;0;2;3;2
G1;36040090005;Conhecimento;202506;0;0;1;0;0;2;4;2
G1;36040090005;Conhecimento;202507;0;0;0;1;0;2;4;3
G1;36040090005;Conhecimento;202509;0;1;0;0;0;3;4;3
G1;36040090005;Conhecimento;202510;0;1;0;1;0;4;4;4
G1;36040090005;Conhecimento;202511;0;0;4;1;0;4;8;5
G1;36040090005;Conhecimento;202512;0;0;1;1;0;4;9;6
G1;36040090005;Conhecimento;202603;0;1;3;1;0;3;10;6
G1;36040090005;Execução Judicial;202603;0;0;1;1;0;0;1;1
G1;36050090002;Conhecimento;202301;15;6;8;32;15;6;8;32
G1;36050090002;Execução Judicial;202301;0;0;0;0;0;0;0;0
G1;36050090002;Conhecimento;202302;15;2;0;18;30;8;8;50
G1;36050090002;Execução Judicial;202302;0;0;0;0;0;0;0;0
G1;36050090002;Execução Judicial;202303;0;0;0;0;0;0;0;0
G1;36050090002;Conhecimento;202303;22;8;5;22;52;16;13;72
G1;36050090002;Conhecimento;202304;21;9;9;34;73;25;22;106
G1;36050090002;Execução Judicial;202304;0;0;0;0;0;0;0;0
G1;36050090002;Execução Judicial;202305;0;0;0;0;0;0;0;0
G1;36050090002;Conhecimento;202305;15;6;3;29;88;31;25;135
G1;36050090002;Conhecimento;202306;55;3;4;25;143;34;29;160
G1;36050090002;Execução Judicial;202306;0;0;0;0;0;0;0;0
G1;36050090002;Conhecimento;202307;27;3;2;29;170;37;31;189
G1;36050090002;Execução Judicial;202307;0;0;0;0;0;0;0;0
G1;36050090002;Execução Judicial;202308;0;0;0;0;0;0;0;0
G1;36050090002;Conhecimento;202308;22;7;4;37;192;44;35;226
G1;36050090002;Conhecimento;202309;39;2;0;36;231;46;35;262
G1;36050090002;Execução Judicial;202309;0;0;0;0;0;0;0;0
G1;36050090002;Execução Judicial;202310;0;0;0;0;0;0;0;0
G1;36050090002;Conhecimento;202310;39;1;1;21;270;47;36;283
G1;36050090002;Execução Judicial;202311;0;0;0;0;0;0;0;0
G1;36050090002;Conhecimento;202311;18;7;9;26;288;54;45;309
G1;36050090002;Conhecimento;202312;26;2;1;19;314;56;46;328
G1;36050090002;Execução Judicial;202312;0;0;0;0;0;0;0;0
G1;36050090002;Execução Judicial;202401;0;0;0;0;0;0;0;0
G1;36050090002;Conhecimento;202401;15;5;4;32;314;55;42;328
G1;36050090002;Conhecimento;202402;53;4;4;27;352;57;46;337
G1;36050090002;Execução Judicial;202402;0;0;0;0;0;0;0;0
G1;36050090002;Execução Judicial;202403;0;0;0;0;0;0;0;0
G1;36050090002;Conhecimento;202403;10;3;2;28;340;52;43;343
G1;36050090002;Conhecimento;202404;26;11;8;37;345;54;42;346
G1;36050090002;Conhecimento;202405;29;3;4;41;359;51;43;358
G1;36050090002;Conhecimento;202406;30;5;4;45;334;53;43;378
G1;36050090002;Conhecimento;202407;41;10;7;34;348;60;48;383
G1;36050090002;Conhecimento;202408;19;8;4;46;345;61;48;392
G1;36050090002;Conhecimento;202409;25;5;5;27;331;64;53;383
G1;36050090002;Conhecimento;202410;35;3;2;31;327;66;54;393
G1;36050090002;Conhecimento;202411;24;2;1;46;333;61;46;413
G1;36050090002;Conhecimento;202412;38;5;2;40;345;64;47;434
G1;36050090002;Conhecimento;202501;17;10;2;20;347;69;45;422
G1;36050090002;Conhecimento;202502;19;7;0;31;313;72;41;426
G1;36050090002;Conhecimento;202503;34;9;0;32;337;78;39;430
G1;36050090002;Conhecimento;202504;25;11;0;28;336;78;31;421
G1;36050090002;Conhecimento;202505;36;15;0;34;343;90;27;414
G1;36050090002;Conhecimento;202506;28;13;0;19;341;98;23;388
G1;36050090002;Conhecimento;202507;79;13;1;34;379;101;17;388
G1;36050090002;Conhecimento;202508;29;17;2;46;389;110;15;388
G1;36050090002;Conhecimento;202509;25;9;0;44;389;114;10;405
G1;36050090002;Conhecimento;202510;25;16;2;41;379;127;10;415
G1;36050090002;Conhecimento;202511;30;17;1;32;385;142;10;401
G1;36050090002;Conhecimento;202512;15;8;0;29;362;145;8;390
G1;36050090002;Conhecimento;202601;19;12;3;7;364;147;9;377
G1;36050090002;Conhecimento;202602;21;10;1;26;366;150;10;372
G1;36050090002;Conhecimento;202603;22;9;3;25;354;150;13;365
G1;36050090002;Conhecimento;202604;21;6;2;32;350;145;15;369
G1;36050090002;Conhecimento;202605;49;12;3;27;363;142;18;362
G1;36050090002;Conhecimento;202606;31;1;1;10;366;130;19;353
G1;36050090004;Conhecimento;202303;0;0;1;1;0;0;1;1
G1;36050090004;Conhecimento;202304;0;0;1;0;0;0;2;1
G1;36050090004;Conhecimento;202306;0;0;1;1;0;0;3;2
G1;36050090004;Conhecimento;202307;0;0;0;1;0;0;3;3
G1;36050090004;Conhecimento;202308;0;0;3;1;0;0;6;4
G1;36050090004;Conhecimento;202310;0;0;0;1;0;0;6;5
G1;36050090004;Conhecimento;202311;0;1;0;0;0;1;6;5
G1;36050090004;Conhecimento;202312;0;0;1;0;0;1;7;5
G1;36050090004;Conhecimento;202401;0;0;0;1;0;1;7;6
G1;36050090004;Conhecimento;202402;0;0;0;2;0;1;7;8
G1;36050090004;Conhecimento;202403;0;0;1;1;0;1;7;8
G1;36050090004;Conhecimento;202404;0;0;1;2;0;1;7;10
G1;36050090004;Conhecimento;202405;0;0;1;0;0;1;8;10
G1;36050090004;Conhecimento;202406;0;0;1;3;0;1;8;12
G1;36050090004;Conhecimento;202407;0;0;3;1;0;1;11;12
G1;36050090004;Conhecimento;202408;0;0;3;1;0;1;11;12
G1;36050090004;Conhecimento;202409;0;0;1;0;0;1;12;12
G1;36050090004;Conhecimento;202410;0;0;0;1;0;1;12;12
G1;36050090004;Conhecimento;202412;0;0;1;0;0;0;12;12
G1;36050090004;Conhecimento;202501;0;0;0;2;0;0;12;13
G1;36050090004;Conhecimento;202502;0;0;0;1;0;0;12;12
G1;36050090004;Conhecimento;202503;0;0;4;2;0;0;15;13
G1;36050090004;Conhecimento;202505;0;0;0;1;0;0;13;12
G1;36050090004;Conhecimento;202506;0;0;1;0;0;0;13;9
G1;36050090004;Conhecimento;202507;0;0;0;1;0;0;10;9
G1;36050090004;Conhecimento;202508;0;0;1;2;0;0;8;10
G1;36050090004;Conhecimento;202511;0;0;2;1;0;0;9;10
G1;36050090004;Conhecimento;202601;0;0;0;1;0;0;8;9
G1;36050090004;Conhecimento;202602;0;0;1;1;0;0;9;9
G1;36050090004;Conhecimento;202603;1;1;3;2;1;1;8;9
G1;36050090004;Conhecimento;202604;0;0;0;1;1;1;8;10
G1;36050090004;Conhecimento;202605;0;0;4;0;1;1;12;9
G1;36080110001;Conhecimento;202301;45;0;0;71;45;0;0;71
G1;36080110001;Execução de Título Extrajudicial;202301;3;0;0;13;3;0;0;13
G1;36080110001;Execução Judicial;202301;38;1;0;11;38;1;0;11
