grau;id_orgao_julgador;procedimento;anomes;quantidade_baixados;quantidade_remetidos_ent;quantidade_remetidos_saida;quantidade_novos;quantidade_baixados_12m;quantidade_remetidos_ent_12m;quantidade_remetidos_saida_12m;quantidade_novos_12m
G2;335589002165;Execução Judicial;202605;0;0;0;0;4;0;0;1
G2;335589002165;Execução Judicial;202606;0;0;0;0;4;0;0;1
G2;335589002165;Conhecimento;202606;61;2;18;91;1163;96;282;1290
G2;335609002022;Conhecimento;202301;45;7;18;35;45;7;18;35
G2;335609002022;Conhecimento;202302;67;0;2;3;112;7;20;38
G2;335609002022;Conhecimento;202303;32;0;11;1;144;7;31;39
G2;335609002022;Conhecimento;202304;29;2;7;7;173;9;38;46
G2;335609002022;Conhecimento;202305;60;0;15;9;233;9;53;55
G2;335609002022;Conhecimento;202306;34;2;6;6;267;11;59;61
G2;335609002022;Conhecimento;202307;5;1;10;8;272;12;69;69
G2;335609002022;Conhecimento;202308;5;2;4;6;277;14;73;75
G2;335609002022;Conhecimento;202309;8;1;4;1;285;15;77;76
G2;335609002022;Conhecimento;202310;1;0;3;3;286;15;80;79
G2;335609002022;Conhecimento;202311;3;2;4;2;289;17;84;81
G2;335609002022;Conhecimento;202312;1;0;1;3;290;17;85;84
G2;335609002022;Conhecimento;202401;2;0;2;5;247;10;69;54
G2;335609002022;Conhecimento;202402;10;1;4;8;190;11;71;59
G2;335609002022;Conhecimento;202403;11;2;7;8;169;13;67;66
G2;335609002022;Conhecimento;202404;4;1;1;4;144;12;61;63
G2;335609002022;Conhecimento;202405;3;0;2;7;87;12;48;61
G2;335609002022;Conhecimento;202406;11;4;0;3;64;14;42;58
G2;335609002022;Conhecimento;202407;9;1;2;5;68;14;34;55
G2;335609002022;Conhecimento;202408;0;3;2;0;63;15;32;49
G2;335609002022;Conhecimento;202409;3;3;1;6;58;17;29;54
G2;335609002022;Conhecimento;202410;5;0;0;2;62;17;26;53
G2;335609002022;Conhecimento;202411;4;2;1;1;63;17;23;52
G2;335609002022;Conhecimento;202412;1;1;0;4;63;18;22;53
G2;335609002022;Conhecimento;202501;0;0;0;3;61;18;20;51
G2;335609002022;Conhecimento;202502;3;3;4;99;54;20;20;142
G2;335609002022;Conhecimento;202503;9;15;3;117;52;33;16;251
G2;335609002022;Conhecimento;202504;25;2;1;103;73;34;16;350
G2;335609002022;Conhecimento;202505;73;14;19;80;143;48;33;423
G2;335609002022;Conhecimento;202506;98;10;7;95;230;54;40;515
G2;335609002022;Conhecimento;202507;68;15;19;110;289;68;57;620
G2;335609002022;Conhecimento;202508;97;4;38;85;386;69;93;705
G2;335609002022;Conhecimento;202509;76;9;15;91;459;75;107;790
G2;335609002022;Execução Judicial;202509;0;0;0;0;0;0;0;0
G2;335609002022;Conhecimento;202510;61;1;7;107;515;76;114;895
G2;335609002022;Execução Judicial;202510;0;0;0;0;0;0;0;0
G2;335609002022;Execução Judicial;202511;0;0;0;1;0;0;0;1
G2;335609002022;Conhecimento;202511;53;9;27;75;564;83;140;969
G2;335609002022;Conhecimento;202512;38;6;21;57;601;88;161;1022
G2;335609002022;Execução Judicial;202512;0;0;0;0;0;0;0;1
G2;335609002022;Conhecimento;202601;19;6;13;49;620;94;174;1068
G2;335609002022;Execução Judicial;202601;0;0;0;1;0;0;0;2
G2;335609002022;Conhecimento;202602;105;10;20;69;722;101;190;1038
G2;335609002022;Execução Judicial;202602;0;0;0;0;0;0;0;2
G2;335609002022;Execução Judicial;202603;0;0;0;0;0;0;0;2
G2;335609002022;Conhecimento;202603;74;4;38;127;787;90;225;1048
G2;335609002022;Conhecimento;202604;46;13;34;85;808;101;258;1030
G2;335609002022;Execução Judicial;202604;0;0;0;0;0;0;0;2
G2;335609002022;Execução Judicial;202605;0;0;0;0;0;0;0;2
G2;335609002022;Conhecimento;202605;105;3;30;99;840;90;269;1049
G2;335609002022;Conhecimento;202606;29;7;20;87;771;87;282;1041
G2;335609002022;Execução Judicial;202606;0;0;0;0;0;0;0;2
G2;335619002118;Conhecimento;202301;3;34;3;13;3;34;3;13
G2;335619002118;Execução Judicial;202301;0;0;0;0;0;0;0;0
G2;335619002118;Conhecimento;202302;117;13;4;31;120;47;7;44
G2;335619002118;Execução Judicial;202302;0;0;0;0;0;0;0;0
G2;335619002118;Execução Judicial;202303;0;0;0;0;0;0;0;0
G2;335619002118;Conhecimento;202303;74;1;2;87;194;48;9;131
G2;335619002118;Conhecimento;202304;43;1;6;40;237;49;15;171
G2;335619002118;Execução Judicial;202304;0;0;0;0;0;0;0;0
G2;335619002118;Conhecimento;202305;46;5;5;86;283;54;20;257
G2;335619002118;Execução Judicial;202305;0;0;0;0;0;0;0;0
G2;335619002118;Execução Judicial;202306;0;0;0;0;0;0;0;0
G2;335619002118;Conhecimento;202306;18;3;1;72;301;57;21;329
G2;335619002118;Conhecimento;202307;51;6;7;45;352;63;28;374
G2;335619002118;Execução Judicial;202307;0;0;0;0;0;0;0;0
G2;335619002118;Execução Judicial;202308;0;0;0;0;0;0;0;0
G2;335619002118;Conhecimento;202308;57;3;7;38;409;66;35;412
G2;335619002118;Execução Judicial;202309;0;0;0;0;0;0;0;0
G2;335619002118;Conhecimento;202309;57;2;8;57;466;68;43;469
G2;335619002118;Execução Judicial;202310;0;0;0;0;0;0;0;0
G2;335619002118;Conhecimento;202310;50;3;4;58;516;71;47;527
G2;335619002118;Execução Judicial;202311;2;0;0;0;2;0;0;0
G2;335619002118;Conhecimento;202311;39;3;3;45;555;74;50;572
G2;335619002118;Execução Judicial;202312;0;0;0;0;2;0;0;0
G2;335619002118;Conhecimento;202312;55;3;33;59;610;77;83;631
G2;335619002118;Conhecimento;202401;9;9;4;58;616;52;84;676
G2;335619002118;Execução Judicial;202401;0;0;0;0;2;0;0;0
G2;335619002118;Execução Judicial;202402;2;0;0;0;4;0;0;0
G2;335619002118;Conhecimento;202402;65;5;4;63;564;44;84;708
G2;335619002118;Execução Judicial;202403;1;0;0;0;5;0;0;0
G2;335619002118;Conhecimento;202403;72;13;9;69;562;56;91;690
G2;335619002118;Conhecimento;202404;38;5;8;82;557;60;93;732
G2;335619002118;Execução Judicial;202404;1;0;0;0;6;0;0;0
G2;335619002118;Execução Judicial;202405;0;0;0;0;6;0;0;0
G2;335619002118;Conhecimento;202405;67;9;11;79;578;64;99;725
G2;335619002118;Conhecimento;202406;84;4;6;101;644;65;104;754
G2;335619002118;Execução Judicial;202406;0;0;0;0;6;0;0;0
G2;335619002118;Execução Judicial;202407;0;0;0;0;6;0;0;0
G2;335619002118;Conhecimento;202407;106;5;20;173;699;64;117;882
G2;335619002118;Conhecimento;202408;77;1;18;141;719;62;128;985
G2;335619002118;Execução Judicial;202408;0;0;0;0;6;0;0;0
G2;335619002118;Execução Judicial;202409;0;0;0;0;6;0;0;0
G2;335619002118;Conhecimento;202409;61;7;23;106;723;67;143;1034
G2;335619002118;Conhecimento;202410;18;6;9;182;691;70;148;1158
G2;335619002118;Execução Judicial;202410;0;0;0;0;6;0;0;0
G2;335619002118;Execução Judicial;202411;0;0;0;0;4;0;0;0
G2;335619002118;Conhecimento;202411;99;3;21;84;751;70;166;1197
G2;335619002118;Conhecimento;202412;55;37;9;59;751;104;142;1197
G2;335619002118;Execução Judicial;202412;0;0;0;0;4;0;0;0
G2;335619002118;Execução Judicial;202501;0;0;0;0;4;0;0;0
G2;335619002118;Conhecimento;202501;86;23;9;45;828;118;147;1184
G2;335619002118;Conhecimento;202502;191;0;4;100;954;113;147;1221
G2;335619002118;Execução Judicial;202502;0;0;0;0;2;0;0;0
G2;335619002118;Conhecimento;202503;130;11;23;91;1012;111;161;1243
G2;335619002118;Execução Judicial;202503;0;0;0;0;1;0;0;0
G2;335619002118;Execução Judicial;202504;0;0;0;0;0;0;0;0
G2;335619002118;Conhecimento;202504;104;6;26;121;1078;112;179;1282
G2;335619002118;Conhecimento;202505;100;5;27;66;1111;108;195;1269
G2;335619002118;Execução Judicial;202505;0;0;0;0;0;0;0;0
G2;335619002118;Conhecimento;202506;89;5;16;90;1116;109;205;1258
G2;335619002118;Execução Judicial;202506;0;0;0;0;0;0;0;0
G2;335619002118;Execução Judicial;202507;0;0;0;0;0;0;0;0
G2;335619002118;Conhecimento;202507;147;5;10;153;1157;109;195;1238
G2;335619002118;Execução Judicial;202508;0;0;0;0;0;0;0;0
G2;335619002118;Conhecimento;202508;80;5;38;83;1160;113;215;1180
G2;335619002118;Conhecimento;202509;86;9;22;92;1185;115;214;1166
G2;335619002118;Execução Judicial;202509;0;0;0;0;0;0;0;0
G2;335619002118;Conhecimento;202510;56;5;24;132;1223;114;229;1116
G2;335619002118;Execução Judicial;202510;0;0;0;0;0;0;0;0
G2;335619002118;Conhecimento;202511;84;5;4;83;1208;116;212;1115
G2;335619002118;Execução Judicial;202511;0;0;0;0;0;0;0;0
G2;335619002118;Execução Judicial;202512;0;0;0;0;0;0;0;0
G2;335619002118;Conhecimento;202512;39;4;22;90;1192;83;225;1146
G2;335619002118;Execução Judicial;202601;0;0;0;0;0;0;0;0
G2;335619002118;Conhecimento;202601;23;3;2;55;1129;63;218;1156
G2;335619002118;Execução Judicial;202602;0;0;0;0;0;0;0;0
G2;335619002118;Conhecimento;202602;81;7;16;73;1019;70;230;1129
G2;335619002118;Conhecimento;202603;111;13;26;152;1000;72;233;1190
G2;335619002118;Execução Judicial;202603;0;0;0;0;0;0;0;0
G2;335619002118;Execução Judicial;202604;0;0;0;1;0;0;0;1
G2;335619002118;Conhecimento;202604;147;9;27;116;1043;75;234;1185
G2;335619002118;Conhecimento;202605;146;7;44;115;1089;77;251;1234
G2;335619002118;Execução Judicial;202605;0;0;0;0;0;0;0;1
G2;335619002118;Execução Judicial;202606;0;0;0;1;0;0;0;2
G2;335619002118;Conhecimento;202606;60;4;9;91;1060;76;244;1235
G2;335629002132;Conhecimento;202301;1;0;0;5;1;0;0;5
G2;335629002132;Conhecimento;202302;1;5;3;41;2;5;3;46
G2;335629002132;Conhecimento;202303;2;3;13;94;4;8;16;140
G2;335629002132;Conhecimento;202304;7;3;4;70;11;11;20;210
G2;335629002132;Conhecimento;202305;13;4;3;88;24;15;23;298
G2;335629002132;Conhecimento;202306;11;7;4;80;35;22;27;378
G2;335629002132;Conhecimento;202307;24;1;0;27;59;23;27;405
G2;335629002132;Conhecimento;202308;9;13;4;41;68;36;31;446
G2;335629002132;Conhecimento;202309;15;5;2;53;83;41;33;499
G2;335629002132;Conhecimento;202310;54;4;5;54;137;45;38;553
G2;335629002132;Conhecimento;202311;57;4;4;57;194;49;42;610
G2;335629002132;Conhecimento;202312;41;16;7;69;235;65;49;679
G2;335629002132;Conhecimento;202401;4;6;19;56;238;71;68;730
G2;335629002132;Conhecimento;202402;55;9;0;54;292;75;65;743
G2;335629002132;Conhecimento;202403;103;14;5;76;393;86;57;725
G2;335629002132;Conhecimento;202404;78;10;8;70;464;93;61;725
G2;335629002132;Conhecimento;202405;87;5;7;80;538;94;65;717
G2;335629002132;Conhecimento;202406;100;4;6;93;627;91;67;730
G2;335629002132;Conhecimento;202407;97;6;11;169;700;96;78;872
G2;335629002132;Conhecimento;202408;78;11;18;170;769;94;92;1001
G2;335629002132;Conhecimento;202409;64;7;24;148;818;96;114;1096
G2;335629002132;Conhecimento;202410;81;2;15;123;845;94;124;1165
G2;335629002132;Conhecimento;202411;49;4;4;71;837;94;124;1179
G2;335629002132;Conhecimento;202412;84;4;13;82;880;82;130;1192
G2;335629002132;Conhecimento;202501;48;7;9;63;924;83;120;1199
G2;335629002132;Conhecimento;202502;140;6;7;91;1009;80;127;1236
G2;335629002132;Conhecimento;202503;101;14;18;97;1007;80;140;1257
G2;335629002132;Conhecimento;202504;76;4;18;80;1005;74;150;1267
G2;335629002132;Conhecimento;202505;82;2;22;92;1000;71;165;1279
G2;335629002132;Conhecimento;202506;75;4;7;86;975;71;166;1272
G2;335629002132;Conhecimento;202507;123;9;26;150;1001;74;181;1253
G2;335629002132;Conhecimento;202508;76;6;15;82;999;69;178;1165
G2;335629002132;Conhecimento;202509;121;6;23;107;1056;68;177;1124
G2;335629002132;Conhecimento;202510;76;0;26;132;1051;66;188;1133
G2;335629002132;Conhecimento;202511;56;5;16;98;1058;67;200;1160
G2;335629002132;Conhecimento;202512;108;5;20;73;1082;68;207;1151
G2;335629002132;Conhecimento;202601;18;5;16;87;1052;66;214;1175
G2;335629002132;Conhecimento;202602;92;5;21;107;1004;65;228;1191
G2;335629002132;Conhecimento;202603;89;15;16;126;992;66;226;1220
G2;335629002132;Conhecimento;202604;130;7;29;110;1046;69;237;1250
G2;335629002132;Conhecimento;202605;119;4;22;109;1083;71;237;1267
G2;335629002132;Conhecimento;202606;97;2;13;82;1105;69;243;1263
G2;335639000003;Conhecimento;202301;1;1;0;3;1;1;0;3
G2;335639000003;Execução Judicial;202301;0;0;0;0;0;0;0;0
G2;335639000003;Execução Judicial;202302;0;0;0;0;0;0;0;0
G2;335639000003;Conhecimento;202302;3;0;0;0;4;1;0;3
G2;335639000003;Conhecimento;202303;1;0;1;1;5;1;1;4
G2;335639000003;Execução Judicial;202303;0;0;0;0;0;0;0;0
G2;335639000003;Conhecimento;202304;0;1;1;2;5;2;2;6
G2;335639000003;Execução Judicial;202304;1;0;0;0;1;0;0;0
G2;335639000003;Conhecimento;202305;4;0;1;2;9;2;3;8
G2;335639000003;Execução Judicial;202305;1;0;0;0;2;0;0;0
G2;335639000003;Execução Judicial;202306;0;0;0;0;2;0;0;0
G2;335639000003;Conhecimento;202306;3;0;0;2;12;2;3;10
G2;335639000003;Conhecimento;202307;3;0;2;7;15;2;5;17
G2;335639000003;Execução Judicial;202307;0;0;0;0;2;0;0;0
G2;335639000003;Conhecimento;202308;4;7;8;4;19;9;13;21
G2;335639000003;Execução Judicial;202308;0;0;0;0;2;0;0;0
G2;335639000003;Conhecimento;202309;2;1;0;0;21;10;13;21
G2;335639000003;Execução Judicial;202309;0;0;0;0;2;0;0;0
G2;335639000003;Execução Judicial;202310;0;0;0;0;2;0;0;0
G2;335639000003;Conhecimento;202310;2;0;0;0;23;10;13;21
G2;335639000003;Execução de Título Extrajudicial;202311;1;0;0;0;1;0;0;0
G2;335639000003;Conhecimento;202311;0;0;1;1;23;10;14;22
G2;335639000003;Execução Judicial;202311;0;0;0;0;2;0;0;0
G2;335639000003;Execução Judicial;202312;0;0;0;0;2;0;0;0
G2;335639000003;Conhecimento;202312;0;0;0;2;23;10;14;24
G2;335639000003;Execução Judicial;202401;0;0;0;0;2;0;0;0
G2;335639000003;Conhecimento;202401;2;1;0;2;24;10;14;23
G2;335639000003;Execução Judicial;202402;0;0;0;0;2;0;0;0
G2;335639000003;Conhecimento;202402;3;0;0;7;24;10;14;30
G2;335639000003;Execução Judicial;202403;0;0;0;0;2;0;0;0
G2;335639000003;Conhecimento;202403;4;0;1;2;27;10;14;31
G2;335639000003;Execução Judicial;202404;0;0;0;0;1;0;0;0
G2;335639000003;Conhecimento;202404;5;0;0;3;32;9;13;32
G2;335639000003;Conhecimento;202405;1;0;0;4;29;9;12;34
G2;335639000003;Execução Judicial;202405;0;0;0;0;0;0;0;0
G2;335639000003;Conhecimento;202406;6;0;0;0;32;9;12;32
G2;335639000003;Conhecimento;202407;13;2;2;5;42;11;12;30
G2;335639000003;Conhecimento;202408;2;0;0;3;40;4;4;29
G2;335639000003;Conhecimento;202409;5;0;0;1;43;3;4;30
G2;335639000003;Conhecimento;202410;0;0;0;0;41;3;4;30
G2;335639000003;Conhecimento;202411;0;0;0;0;41;3;3;29
G2;335639000003;Conhecimento;202412;0;0;1;0;41;3;4;27
G2;335639000003;Conhecimento;202501;0;0;0;0;39;2;4;25
G2;335639000003;Conhecimento;202502;2;0;0;0;38;2;4;18
G2;335639000003;Conhecimento;202503;1;0;0;0;35;2;3;16
G2;335639000003;Conhecimento;202504;6;0;1;0;36;2;4;13
G2;335639000003;Conhecimento;202505;0;0;0;0;35;2;4;9
G2;335639000003;Conhecimento;202506;0;0;0;0;29;2;4;9
G2;335639000003;Conhecimento;202507;0;0;1;0;16;0;3;4
G2;335639000003;Conhecimento;202508;0;0;1;0;14;0;4;1
G2;335639000003;Conhecimento;202509;0;0;0;0;9;0;4;0
G2;335639000003;Conhecimento;202510;1;0;0;0;10;0;4;0
G2;335639000003;Conhecimento;202511;0;0;0;0;10;0;4;0
G2;335639000003;Conhecimento;202512;0;0;1;0;10;0;4;0
G2;335639000003;Conhecimento;202601;0;0;0;0;10;0;4;0
G2;335639000003;Conhecimento;202602;0;0;0;0;8;0;4;0
G2;335639000003;Conhecimento;202603;0;0;0;0;7;0;4;0
G2;335639000003;Conhecimento;202604;0;0;0;0;1;0;3;0
G2;335639000003;Conhecimento;202605;0;0;0;0;1;0;3;0
G2;335639000003;Conhecimento;202606;0;6;0;0;1;6;3;0
G2;742969000005;Conhecimento;202301;0;0;0;3;0;0;0;3
G2;742969000005;Conhecimento;202302;5;0;0;0;5;0;0;3
G2;742969000005;Conhecimento;202303;2;0;0;4;7;0;0;7
G2;742969000005;Conhecimento;202304;0;0;0;2;7;0;0;9
G2;742969000005;Conhecimento;202305;6;0;0;2;13;0;0;11
G2;742969000005;Conhecimento;202306;3;0;0;2;16;0;0;13
G2;742969000005;Conhecimento;202307;2;2;0;2;18;2;0;15
G2;742969000005;Conhecimento;202308;3;0;0;2;21;2;0;17
G2;742969000005;Conhecimento;202309;2;0;0;3;23;2;0;20
G2;742969000005;Conhecimento;202310;2;0;0;3;25;2;0;23
G2;742969000005;Conhecimento;202311;4;0;0;1;29;2;0;24
G2;742969000005;Conhecimento;202312;0;0;0;2;29;2;0;26
G2;742969000005;Conhecimento;202401;2;0;0;5;31;2;0;28
G2;742969000005;Conhecimento;202402;1;0;0;1;27;2;0;29
G2;742969000005;Conhecimento;202403;1;1;0;6;26;3;0;31
G2;742969000005;Conhecimento;202404;2;0;0;5;28;3;0;34
G2;742969000005;Conhecimento;202405;9;0;0;6;31;3;0;38
G2;742969000005;Conhecimento;202406;3;0;0;5;31;3;0;41
G2;742969000005;Conhecimento;202407;7;0;0;2;36;1;0;41
G2;742969000005;Conhecimento;202408;11;0;0;0;44;1;0;39
G2;742969000005;Conhecimento;202409;9;0;0;0;51;1;0;36
G2;742969000005;Conhecimento;202410;4;0;0;0;53;1;0;33
G2;742969000005;Conhecimento;202411;0;0;0;0;49;1;0;32
G2;742969000005;Conhecimento;202412;0;0;0;0;49;1;0;30
G2;742969000005;Conhecimento;202501;1;0;1;0;48;1;1;25
G2;742969000005;Conhecimento;202502;1;0;0;0;48;1;1;24
G2;742969000005;Conhecimento;202503;0;0;0;0;47;0;1;18
G2;742969000005;Conhecimento;202504;2;0;0;0;47;0;1;13
G2;742969000005;Conhecimento;202505;0;0;0;0;38;0;1;7
G2;742969000005;Conhecimento;202506;0;0;0;0;35;0;1;2
G2;742969000005;Conhecimento;202507;0;0;0;0;28;0;1;0
G2;742969000005;Conhecimento;202508;0;0;0;0;17;0;1;0
G2;742969000005;Conhecimento;202509;0;0;0;0;8;0;1;0
G2;742969000005;Conhecimento;202510;0;0;0;0;4;0;1;0
G2;742969000005;Conhecimento;202511;0;0;0;0;4;0;1;0
G2;742969000005;Conhecimento;202512;0;0;0;1;4;0;1;1
G2;742969000005;Conhecimento;202601;0;0;0;1;3;0;0;2
G2;742969000005;Conhecimento;202602;0;0;0;0;2;0;0;2
G2;742969000005;Conhecimento;202603;0;0;0;0;2;0;0;2
G2;742969000005;Conhecimento;202604;0;0;0;0;0;0;0;2
G2;742969000005;Conhecimento;202605;0;0;0;0;0;0;0;2
G2;742969000005;Conhecimento;202606;0;96;1;0;0;96;1;2
G2;755379002218;Conhecimento;202301;0;0;0;0;0;0;0;0
G2;755379002218;Conhecimento;202302;0;0;0;4;0;0;0;4
G2;755379002218;Conhecimento;202303;4;2;1;18;4;2;1;22
G2;755379002218;Conhecimento;202304;13;1;2;5;17;3;3;27
G2;755379002218;Conhecimento;202305;14;2;3;40;31;5;6;67
G2;755379002218;Conhecimento;202306;20;0;4;55;51;5;10;122
G2;755379002218;Conhecimento;202307;23;0;3;53;74;5;13;175
G2;755379002218;Conhecimento;202308;21;0;2;44;95;5;15;219
G2;755379002218;Conhecimento;202309;5;1;6;83;100;6;21;302
G2;755379002218;Conhecimento;202310;23;0;7;84;123;6;28;386
G2;755379002218;Conhecimento;202311;72;5;27;101;195;11;55;487
G2;755379002218;Conhecimento;202312;52;6;1;80;247;17;56;567
G2;755379002218;Conhecimento;202401;11;10;22;69;258;27;78;636
G2;755379002218;Conhecimento;202402;52;6;21;107;310;33;99;739
G2;755379002218;Conhecimento;202403;95;4;13;48;401;35;111;769
G2;755379002218;Conhecimento;202404;125;4;17;81;513;38;126;845
G2;755379002218;Conhecimento;202405;53;2;15;83;552;38;138;888
G2;755379002218;Conhecimento;202406;102;3;19;82;634;41;153;915
G2;755379002218;Conhecimento;202407;49;3;18;107;660;44;168;969
G2;755379002218;Conhecimento;202408;73;4;19;67;712;48;185;992
G2;755379002218;Conhecimento;202409;55;4;22;77;762;51;201;986
G2;755379002218;Execução Judicial;202409;0;0;0;0;0;0;0;0
G2;755379002218;Conhecimento;202410;61;2;20;120;800;53;214;1022
G2;755379002218;Execução Judicial;202410;0;0;0;0;0;0;0;0
G2;755379002218;Conhecimento;202411;38;0;12;82;766;48;199;1003
G2;755379002218;Execução Judicial;202411;0;0;0;0;0;0;0;0
G2;755379002218;Conhecimento;202412;51;2;10;108;765;44;208;1031
G2;755379002218;Execução Judicial;202412;0;0;0;0;0;0;0;0
G2;755379002218;Execução Judicial;202501;0;0;0;0;0;0;0;0
G2;755379002218;Conhecimento;202501;15;7;29;72;769;41;215;1034
G2;755379002218;Conhecimento;202502;81;3;27;150;798;38;221;1077
G2;755379002218;Execução Judicial;202502;0;0;0;2;0;0;0;2
G2;755379002218;Execução Judicial;202503;0;0;0;0;0;0;0;2
G2;755379002218;Conhecimento;202503;154;6;108;152;857;40;316;1181
G2;755379002218;Execução Judicial;202504;0;0;0;0;0;0;0;2
G2;755379002218;Conhecimento;202504;90;1;7;97;822;37;306;1197
G2;755379002218;Conhecimento;202505;72;2;45;123;841;37;336;1237
G2;755379002218;Execução Judicial;202505;0;0;0;0;0;0;0;2
G2;755379002218;Conhecimento;202506;75;2;38;124;814;36;355;1279
G2;755379002218;Execução Judicial;202506;1;0;0;0;1;0;0;2
G2;755379002218;Execução Judicial;202507;1;0;0;0;2;0;0;2
G2;755379002218;Conhecimento;202507;151;2;14;179;916;35;351;1351
G2;755379002218;Conhecimento;202508;84;4;40;102;927;35;372;1386
G2;755379002218;Execução Judicial;202509;0;0;0;0;2;0;0;2
G2;755379002218;Conhecimento;202509;99;1;38;110;971;32;388;1419
G2;755379002218;Execução Judicial;202510;0;0;0;1;2;0;0;3
G2;755379002218;Conhecimento;202510;113;4;29;125;1023;34;397;1424
G2;755379002218;Conhecimento;202511;72;2;22;114;1057;36;407;1456
G2;755379002218;Execução Judicial;202511;0;0;0;0;2;0;0;3
G2;755379002218;Execução Judicial;202512;0;0;0;0;2;0;0;3
G2;755379002218;Conhecimento;202512;61;3;30;105;1067;37;427;1453
G2;755379002218;Execução Judicial;202601;0;0;0;0;2;0;0;3
G2;755379002218;Conhecimento;202601;18;3;12;71;1070;33;410;1452
G2;755379002218;Conhecimento;202602;102;4;16;97;1091;34;399;1399
G2;755379002218;Execução Judicial;202602;0;0;0;0;2;0;0;1
G2;755379002218;Execução Judicial;202603;0;0;0;0;2;0;0;1
G2;755379002218;Conhecimento;202603;139;5;28;141;1076;33;319;1388
G2;755379002218;Execução Judicial;202604;1;0;0;0;3;0;0;1
G2;755379002218;Conhecimento;202604;122;7;27;119;1108;39;339;1410
G2;755379002218;Conhecimento;202605;154;2;44;128;1190;39;338;1415
G2;755379002218;Execução Judicial;202605;0;0;0;0;3;0;0;1
G2;755379002218;Execução Judicial;202606;0;0;0;0;2;0;0;1
G2;755379002218;Conhecimento;202606;66;0;10;86;1181;37;310;1377
G2;794479002232;Execução Judicial;202301;0;0;0;0;0;0;0;0
G2;794479002232;Conhecimento;202301;0;10;2;29;0;10;2;29
G2;794479002232;Execução Judicial;202302;0;0;0;0;0;0;0;0
G2;794479002232;Conhecimento;202302;73;13;4;10;73;23;6;39
G2;794479002232;Conhecimento;202303;64;57;12;13;137;80;18;52
G2;794479002232;Execução Judicial;202303;0;0;0;0;0;0;0;0
G2;794479002232;Conhecimento;202304;34;31;5;9;171;111;23;61
G2;794479002232;Execução Judicial;202304;0;0;0;0;0;0;0;0
G2;794479002232;Conhecimento;202305;76;84;13;10;247;195;36;71
G2;794479002232;Execução Judicial;202305;0;0;0;0;0;0;0;0
G2;794479002232;Execução Judicial;202306;0;0;0;0;0;0;0;0
G2;794479002232;Conhecimento;202306;54;41;7;12;301;236;43;83
G2;794479002232;Conhecimento;202307;88;59;15;11;389;295;58;94
G2;794479002232;Execução Judicial;202308;0;0;0;1;0;0;0;1
G2;794479002232;Conhecimento;202308;41;50;3;11;430;345;61;105
G2;794479002232;Conhecimento;202309;42;43;8;7;472;388;69;112
G2;794479002232;Execução Judicial;202309;0;0;0;0;0;0;0;1
G2;794479002232;Conhecimento;202310;66;54;3;7;538;442;72;119
G2;794479002232;Execução Judicial;202310;0;0;0;0;0;0;0;1
G2;794479002232;Execução Judicial;202311;0;0;0;0;0;0;0;1
G2;794479002232;Conhecimento;202311;49;104;5;5;587;546;77;124
G2;794479002232;Execução Judicial;202312;0;0;0;0;0;0;0;1
G2;794479002232;Conhecimento;202312;21;18;2;15;608;564;79;139
G2;794479002232;Conhecimento;202401;2;54;14;9;610;608;91;119
G2;794479002232;Execução Judicial;202401;0;0;0;0;0;0;0;1
G2;794479002232;Execução Judicial;202402;0;0;0;0;0;0;0;1
G2;794479002232;Conhecimento;202402;60;68;3;7;597;663;90;116
G2;794479002232;Conhecimento;202403;79;79;4;6;612;685;82;109
G2;794479002232;Execução Judicial;202403;0;0;0;0;0;0;0;1
G2;794479002232;Execução Judicial;202404;0;1;1;0;0;1;1;1
G2;794479002232;Conhecimento;202404;99;84;7;19;677;738;84;119
G2;794479002232;Conhecimento;202405;60;113;3;8;661;767;74;117
G2;794479002232;Execução Judicial;202405;0;0;0;0;0;1;1;1
G2;794479002232;Conhecimento;202406;72;99;13;5;679;825;80;110
G2;794479002232;Execução Judicial;202406;0;0;0;0;0;1;1;1
G2;794479002232;Execução Judicial;202407;0;0;0;0;0;1;1;1
G2;794479002232;Conhecimento;202407;53;169;3;8;644;935;68;107
G2;794479002232;Execução Judicial;202408;0;0;0;0;0;1;1;0
G2;794479002232;Conhecimento;202408;107;148;14;5;710;1033;79;101
G2;794479002232;Conhecimento;202409;35;154;0;6;703;1144;71;100
G2;794479002232;Execução Judicial;202409;0;0;0;0;0;1;1;0
G2;794479002232;Execução Judicial;202410;0;0;0;0;0;1;1;0
G2;794479002232;Conhecimento;202410;90;108;5;11;727;1198;73;104
G2;794479002232;Execução Judicial;202411;0;0;0;0;0;1;1;0
G2;794479002232;Conhecimento;202411;88;85;7;11;766;1179;75;110
G2;794479002232;Conhecimento;202412;62;92;9;13;807;1253;82;108
G2;794479002232;Execução Judicial;202412;0;0;0;0;0;1;1;0
G2;794479002232;Execução Judicial;202501;0;0;0;0;0;1;1;0
G2;794479002232;Conhecimento;202501;39;109;15;1;844;1308;83;100
G2;794479002232;Execução Judicial;202502;0;0;0;0;0;1;1;0
G2;794479002232;Conhecimento;202502;248;23;4;97;1032;1263;84;190
G2;794479002232;Execução Judicial;202503;0;0;0;0;0;1;1;0
G2;794479002232;Conhecimento;202503;78;12;5;107;1031;1196;85;291
G2;794479002232;Execução Judicial;202504;0;0;0;0;0;0;0;0
